"global_id";"system_object_id";"ID";"Name";"Mode";"District";"Address";"LocationDescription";"Longitude_WGS84";"Latitude_WGS84";"CarCapacity";"AdmArea";
"1705018";"326";"326";"Парковка такси по адресу Бескудниковский бульвар, дом 34 корпус 6";"круглосуточно";"Бескудниковский район";"Бескудниковский бульвар, дом 34 корпус 6";"Перед остановкой «Школа №656»; заездной карман";"37.5541046261787";"55.8724201842578";"2";"Северный административный округ";
"1705019";"357";"357";"Парковка такси по адресу Кетчерская улица, владение 1, строение 2";"круглосуточно";"район Вешняки";"Кетчерская улица, владение 1, строение 2";"Станция метро «Новогиреево», разметка";"37.8191953897476";"55.7437118848313";"4";"Восточный административный округ";
"1705020";"358";"358";"Парковка такси по адресу Фрязевская улица, владение 2, строение 1";"круглосуточно";"район Новогиреево";"Фрязевская улица, владение 2, строение 1";"Станция метро «Новогиреево», заездной карман";"37.8170485492592";"55.7447273353673";"5";"Восточный административный округ";
"1705021";"359";"359";"Парковка такси по адресу Вешняковская улица, дом 16А";"круглосуточно";"район Вешняки";"Вешняковская улица, дом 16А";"Станция метро «Выхино», заездной карман";"37.8271140752258";"55.7244088005422";"4";"Восточный административный округ";
"1705022";"360";"360";"Парковка такси по адресу Вешняковская улица, дом 23";"круглосуточно";"район Вешняки";"Вешняковская улица, дом 23";"Станция метро «Выхино», заездной карман";"37.8296996711833";"55.7311976516203";"4";"Восточный административный округ";
"1705023";"361";"361";"Парковка такси по адресу Лениногорская улица, дом 1, строение 1";"круглосуточно";"район Косино-Ухтомский";"Лениногорская улица, дом 1 строение 1";"Станция метро «Лермонтовский проспект», разметка";"37.8479845046604";"55.7064641417593";"6";"Восточный административный округ";
"1705024";"351";"351";"Парковка такси по адресу улица Вавилова, дом 57";"круглосуточно";"Академический район";"улица Вавилова, дом 57";"Заездной карман";"37.5610633491487";"55.691230759001";"2";"Юго-Западный административный округ";
"1705025";"352";"352";"Парковка такси по адресу улица Шверника, дом 22";"круглосуточно";"Академический район";"улица Шверника, дом 22";"Пересечение Большой Черёмушкинской улицы с улицей Шверника";"37.596108126745";"55.6888605249618";"4";"Юго-Западный административный округ";
"1705026";"353";"353";"Парковка такси по адресу Новоясеневский проспект, дом 42";"круглосуточно";"район Ясенево";"Новоясеневский проспект, дом 42";"Новоясеневская улица, напротив выхода из станции метро «Новоясеневская», заездной карман";"37.5523658036399";"55.601803643508";"2";"Юго-Западный административный округ";
"1705027";"354";"354";"Парковка такси по адресу улица Айвазовского, дом 7";"круглосуточно";"район Ясенево";"улица Айвазовского, дом 7";"Разметка";"37.5385331151119";"55.6139275436255";"3";"Юго-Западный административный округ";
"1705028";"355";"355";"Парковка такси по адресу Большая Семёновская улица, владение15, строение 1";"круглосуточно";"район Соколиная Гора";"Большая Семёновская улица, владение 15, строение 1";"Станция метро «Электрозаводская», разметка";"37.7054835141098";"55.7824342205016";"4";"Восточный административный округ";
"1705029";"356";"356";"Парковка такси по адресу аллея Жемчуговой, дом 1А";"круглосуточно";"район Вешняки";"аллея Жемчуговой, дом 1А";"Станция метро «Новогиреево», аллея Жемчуговой пересечение с улицей Юности, разметка";"37.812574249483";"55.7338589903647";"4";"Восточный административный округ";
"19694773";"362";"362";"Парковка такси по адресу Воронцовская улица, дом 50";"круглосуточно";"Таганский район";"Воронцовская улица, дом 50";"Станция метро «Крестьянская застава»";"37.665111";"55.732289";"3";"Центральный административный округ";
"19694774";"363";"363";"Парковка такси по адресу улица Большие Каменщики, дом 2";"круглосуточно";"Таганский район";"улица Большие Каменщики, дом 2";"Станция метро «Таганская»";"37.652896";"55.738914";"3";"Центральный административный округ";
"19694775";"364";"364";"Парковка такси по адресу Хорошевское шоссе, дом 84";"круглосуточно";"Хорошёвский район";"Хорошевское шоссе, дом 84";"Станция метро «Полежаевская»";"37.520473";"55.777854";"3";"Северный административный округ";
"19694776";"365";"365";"Парковка такси по адресу Проспект Мира, дом 112";"круглосуточно";"Алексеевский район";"Проспект Мира, дом 112";"Станция метро «Алексеевская»";"37.637587";"55.806915";"3";"Северо-Восточный административный округ";
"19694777";"366";"366";"Парковка такси по адресу Проспект Мира, дом 176";"круглосуточно";"Алексеевский район";"Проспект Мира, дом 176";"Напротив выхода из гостиницы «Космос»";"37.645881";"55.823613";"3";"Северо-Восточный административный округ";
"19694780";"369";"369";"Парковка такси по адресу улица Миклухо-Маклая, дом 38, строение 1";"круглосуточно";"район Коньково";"улица Миклухо-Маклая, дом 38, строение 1";"";"37.535508";"55.638603";"3";"Юго-Западный административный округ";
"19694781";"370";"370";"Парковка такси по адресу улица Туристская, дом 21";"круглосуточно";"район Северное Тушино";"улица Туристская, дом 21";"";"37.420959";"55.853297";"3";"Северо-Западный административный округ";
"19694782";"371";"371";"Парковка такси по адресу улица Бориса Галушкина, дом 17";"круглосуточно";"Алексеевский район";"улица Бориса Галушкина, дом 17";"Со стороны улицы Касаткина";"37.421002";"55.853285";"3";"Северо-Восточный административный округ";
"19694785";"367";"367";"Парковка такси по адресу проезд Стратонавтов, дом 4, строение 1";"круглосуточно";"район Покровское-Стрешнево";"Проезд Стратонавтов, дом 4, строение 1";"Автостанция «Тушинская»";"37.446568";"55.824073";"3";"Северо-Западный административный округ";
"19694786";"368";"368";"Парковка такси по адресу проезд Стратонавтов, дом 9, корпус 2";"круглосуточно";"район Покровское-Стрешнево";"Проезд Стратонавтов, дом 9, корпус 2";"Торговый дом";"37.436336";"55.827272";"3";"Северо-Западный административный округ";
